module,path,field,english,hindi,santali_new,translator_note
mine-haulage,mine-haulage.steps[1].choices[1].feedback,feedback,Correct. Crossings are placed and guarded so a stumble does not end in the belt. The only acceptable place to cross is one built for crossing.,सही। क्रॉसिंग ऐसी जगह और ऐसे गार्ड के साथ बनाई जाती है कि लड़खड़ाहट बेल्ट में खत्म न हो। पार करने की एकमात्र स्वीकार्य जगह वही है जो पार करने के लिए बनी हो।,,
mine-haulage,mine-haulage.steps[1].choices[2].text,option,"Crawl under the belt instead, since it is lower risk than stepping over","इसकी जगह बेल्ट के नीचे से रेंगकर निकलें, यह ऊपर से जाने से कम जोखिम है",,
mine-haulage,mine-haulage.steps[1].choices[2].feedback,feedback,"Underneath puts you within reach of the return belt and rollers with even less room to move, and anything falling from the top run lands on you. Neither over nor under is a crossing.","नीचे आप रिटर्न बेल्ट और रोलर की पहुंच में आ जाते हैं और हिलने की जगह भी कम होती है, साथ ही ऊपर के रन से गिरने वाली हर चीज़ आप पर आती है। न ऊपर से, न नीचे से — कोई भी क्रॉसिंग नहीं है।",,
mine-haulage,mine-haulage.steps[2].prompt,prompt,Coal has built up and jammed at a transfer chute. The belt is still running.,ट्रांसफर च्यूट पर कोयला जमा होकर जाम हो गया है। बेल्ट अभी भी चल रही है।,,
mine-haulage,mine-haulage.steps[2].choices[0].text,option,"Free the blockage with a bar while the belt runs, so you do not lose production",उत्पादन न रुके इसलिए चलती बेल्ट पर बार से जाम खोलें,,
mine-haulage,mine-haulage.steps[2].choices[0].feedback,feedback,"Clearing a running conveyor is one of the most common fatal-entanglement scenarios there is. The moment the blockage frees, everything moves at once, including whatever you are holding and whatever is holding it.","चलते कन्वेयर को साफ करना सबसे आम जानलेवा उलझने की स्थितियों में से एक है। जिस क्षण जाम खुलता है, सब कुछ एक साथ चल पड़ता है — वह भी जो आपने पकड़ा है और वह भी जिसने आपको पकड़ा है।",,
mine-haulage,mine-haulage.steps[2].choices[1].text,option,"Stop and isolate the belt, lock it off, then clear the chute","बेल्ट रोकें और आइसोलेट करें, लॉक ऑफ करें, फिर च्यूट साफ करें",,
mine-haulage,mine-haulage.steps[2].choices[1].feedback,feedback,"Correct. Stopped is not enough on its own — isolated and locked, so nobody at the other end restarts it while your arms are in the chute.","सही। केवल रुकी होना काफी नहीं — आइसोलेटेड और लॉक्ड, ताकि जब आपके हाथ च्यूट में हों तब कोई दूसरे सिरे से चालू न कर दे।",,
mine-haulage,mine-haulage.steps[3].prompt,prompt,You are walking the haulage road and hear a set of tubs approaching from behind you.,आप हॉलेज रोड पर चल रहे हैं और पीछे से टब का एक सेट आते सुनाई देता है।,,
mine-haulage,mine-haulage.steps[3].choices[0].text,option,Keep walking and step aside when they get close,चलते रहें और जब नज़दीक आएं तब हट जाएं,,
mine-haulage,mine-haulage.steps[3].choices[0].feedback,feedback,"A loaded set on a gradient is heavy, quiet at the wrong moment and unable to stop for you. Judging ""close"" from behind, in poor light, with your back to it, is a decision made on almost no information.","ढलान पर लदा सेट भारी होता है, गलत समय पर शांत होता है और आपके लिए रुक नहीं सकता। पीछे से, कम रोशनी में, पीठ करके ""नज़दीक"" आंकना लगभग बिना जानकारी लिया गया निर्णय है।",,
mine-haulage,mine-haulage.steps[3].choices[1].text,option,Get into a manhole or refuge and let the set pass completely before continuing,मैनहोल या रिफ्यूज में जाएं और पूरा सेट गुज़र जाने तक रुकें,,
mine-haulage,mine-haulage.steps[3].choices[1].feedback,feedback,"Correct. Refuges exist along haulage roads for exactly this, and you wait for the whole set to pass, not just the first tub.","सही। हॉलेज रोड पर रिफ्यूज ठीक इसी के लिए होते हैं, और आप पूरे सेट का इंतज़ार करते हैं, केवल पहले टब का नहीं।",,
mine-haulage,mine-haulage.steps[3].choices[2].text,option,Press against the roadway side and let them go by,रोडवे की दीवार से चिपक जाएं और उन्हें गुज़र जाने दें,,
mine-haulage,mine-haulage.steps[3].choices[2].feedback,feedback,"Side clearance in a haulage road is often less than it looks, and a swinging or derailed tub uses all of it. A refuge is a place you are outside the profile of the load; the roadway side is not.","हॉलेज रोड में साइड की जगह अक्सर दिखने से कम होती है, और झूलता या पटरी से उतरा टब वह पूरी जगह ले लेता है। रिफ्यूज वह जगह है जहां आप लोड के दायरे से बाहर होते हैं; रोडवे की दीवार नहीं।",,
mine-haulage,mine-haulage.steps[4].prompt,prompt,"A guard is missing from a belt drive drum, exposing the in-running nip.","बेल्ट ड्राइव ड्रम से एक गार्ड गायब है, जिससे इन-रनिंग निप खुला है।",,
mine-haulage,mine-haulage.steps[4].choices[0].text,option,Keep clear of it and mention it to the next shift,उससे दूर रहें और अगली शिफ्ट को बता दें,,
mine-haulage,mine-haulage.steps[4].choices[0].feedback,feedback,"A nip point takes a glove, a sleeve or a hand faster than anyone can react, and the next person along may not know it is unguarded. Awareness is not a guard.","निप पॉइंट दस्ताना, आस्तीन या हाथ किसी की प्रतिक्रिया से तेज़ खींच लेता है, और आगे आने वाले को पता ही नहीं होगा कि यह बिना गार्ड है। जागरूकता गार्ड नहीं है।",,
mine-haulage,mine-haulage.steps[4].choices[1].text,option,"Stop the belt, report it, and keep it out of service until the guard is refitted","बेल्ट रोकें, रिपोर्ट करें, और गार्ड दोबारा लगने तक सेवा से बाहर रखें",,
mine-haulage,mine-haulage.steps[4].choices[1].feedback,feedback,"Correct. A missing nip guard is a stop-work condition on the conveyor, not a hazard to be walked around for a shift.","सही। गायब निप गार्ड कन्वेयर पर काम रोकने की स्थिति है, शिफ्ट भर बचकर निकलने वाला खतरा नहीं।",,
mine-haulage,mine-haulage.steps[5].prompt,prompt,You are about to restart the belt after clearing the chute. You cannot see along its full length.,च्यूट साफ करने के बाद आप बेल्ट दोबारा चालू करने वाले हैं। आप उसकी पूरी लंबाई नहीं देख सकते।,,
mine-haulage,mine-haulage.steps[5].choices[0].text,option,Start it — you were the only one working on it,चालू कर दें — इस पर काम करने वाले आप ही थे,,
mine-haulage,mine-haulage.steps[5].choices[0].feedback,feedback,"You know where you were, not where everyone else is. People join and leave a belt line constantly, and a conveyor starts along its whole length at once.","आप जानते हैं आप कहां थे, यह नहीं कि बाकी सब कहां हैं। लोग बेल्ट लाइन पर लगातार आते-जाते हैं, और कन्वेयर अपनी पूरी लंबाई में एक साथ चालू होता है।",,
mine-haulage,mine-haulage.steps[5].choices[1].text,option,"Sound the pre-start warning, confirm the line is clear, then remove locks and start","प्री-स्टार्ट चेतावनी बजाएं, लाइन साफ होने की पुष्टि करें, फिर लॉक हटाकर चालू करें",,
mine-haulage,mine-haulage.steps[5].choices[1].feedback,feedback,Correct. The warning signal and the clear confirmation exist because the machine is longer than your line of sight.,सही। चेतावनी संकेत और साफ होने की पुष्टि इसीलिए हैं कि मशीन आपकी दृष्टि सीमा से लंबी है।,,
mine-haulage,mine-haulage.steps[5].choices[2].text,option,Shout along the belt and start if nobody answers,बेल्ट के साथ आवाज़ लगाएं और कोई जवाब न दे तो चालू कर दें,,
mine-haulage,mine-haulage.steps[5].choices[2].feedback,feedback,"A shout does not carry over belt and ventilation noise, and silence is not confirmation. The pre-start alarm is audible along the run precisely because a voice is not.","बेल्ट और वेंटिलेशन के शोर में आवाज़ नहीं पहुंचती, और चुप्पी पुष्टि नहीं है। प्री-स्टार्ट अलार्म पूरी लंबाई में सुनाई देने वाला इसीलिए है कि आवाज़ नहीं पहुंचती।",,
