group,key,english,hindi,santali_current,santali_corrected,reviewer_note,edit_in_file
2 · Worker-facing flows,home_l3_body,"Each certificate links to the one before it by cryptographic hash. The QR carries the whole signed record, so an inspector can verify it standing at the pit head with no signal at all.","हर प्रमाणपत्र क्रिप्टोग्राफिक हैश से पिछले से जुड़ा होता है। QR में पूरा हस्ताक्षरित रिकॉर्ड होता है, इसलिए निरीक्षक बिना किसी सिग्नल के खदान मुहाने पर खड़े होकर इसे जांच सकता है।","ᱡᱚᱛᱚ ᱯᱚᱨᱢᱟᱱ ᱟᱭᱟᱜ ᱞᱟᱦᱟᱛᱮ ᱠᱨᱤᱯᱴᱳ ᱦᱮᱥ ᱛᱮ ᱡᱚᱲᱟᱣ ᱟᱠᱟᱱᱟ ᱾ QR ᱨᱮ ᱡᱚᱛᱚ ᱥᱩᱦᱤ ᱨᱮᱠᱚᱰ ᱛᱟᱦᱮᱸᱱᱟ, ᱚᱱᱟᱛᱮ ᱧᱮᱞᱚᱜᱤᱡ ᱠᱷᱟᱰ ᱢᱩᱦᱟᱹᱲ ᱨᱮ ᱛᱮᱸᱜᱚ ᱠᱟᱛᱮ ᱥᱤᱜᱱᱟᱞ ᱵᱟᱝ ᱠᱟᱛᱮ ᱦᱚᱸ ᱡᱟᱹᱨᱩᱭ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾",,,i18nSantali.js
2 · Worker-facing flows,home_l3_title,A certificate that cannot be quietly edited,ऐसा प्रमाणपत्र जिसे चुपचाप बदला नहीं जा सकता,ᱚᱱᱟ ᱯᱚᱨᱢᱟᱱ ᱡᱟᱦᱟᱸ ᱪᱩᱯ ᱠᱟᱛᱮ ᱵᱟᱝ ᱵᱚᱫᱚᱞ ᱦᱩᱭᱩᱜᱼᱟ,,,i18nSantali.js
2 · Worker-facing flows,home_l4_body,"Spot a blocked exit an hour after the drill? One photo and a tap puts it on the safety officer’s board. Readiness also decays if you stop refreshing, so a certificate means competence today rather than a date in the past.","ड्रिल के एक घंटे बाद अवरुद्ध निकास दिखा? एक फोटो और एक टैप उसे सुरक्षा अधिकारी के बोर्ड पर डाल देता है। रिफ्रेशर छोड़ने पर तैयारी घटती है, इसलिए प्रमाणपत्र का मतलब आज की योग्यता है, बीती तारीख नहीं।","ᱛᱟᱞᱤᱢ ᱛᱟᱭᱚᱢ ᱢᱤᱫ ᱴᱟᱲᱟᱝ ᱨᱮ ᱵᱚᱸᱫᱚ ᱚᱰᱚᱠ ᱧᱮᱞ ᱠᱮᱫᱟᱢ? ᱢᱤᱫ ᱯᱷᱚᱴᱚ ᱟᱨ ᱢᱤᱫ ᱛᱚᱯᱟᱣ ᱛᱮ ᱚᱱᱟ ᱨᱠᱷᱟ ᱚᱯᱷᱤᱥᱚᱨ ᱨᱮᱭᱟᱜ ᱵᱚᱨᱰ ᱨᱮ ᱮᱦᱚᱵᱚᱜᱼᱟ ᱾ ᱫᱚᱦᱲᱟ ᱛᱟᱞᱤᱢ ᱵᱟᱹᱰᱨᱟᱹ ᱠᱷᱟᱱ ᱛᱮᱭᱟᱨᱤ ᱦᱚᱸ ᱠᱚᱢ ᱦᱩᱭᱩᱜᱼᱟ, ᱚᱱᱟᱛᱮ ᱯᱚᱨᱢᱟᱱ ᱨᱮᱭᱟᱜ ᱢᱩᱬᱩᱛ ᱛᱮᱦᱮᱸᱟᱜ ᱠᱟᱹᱢᱤ ᱠᱟᱱᱟ, ᱞᱟᱦᱟᱨᱮᱱ ᱢᱟᱦᱟᱸ ᱵᱟᱝ ᱾",,,i18nSantali.js
2 · Worker-facing flows,home_l4_title,Every trained worker becomes a sensor,हर प्रशिक्षित श्रमिक एक सेंसर बनता है,ᱡᱚᱛᱚ ᱛᱟᱞᱤᱢ ᱦᱩᱭ ᱠᱟᱱ ᱠᱟᱹᱢᱤ ᱦᱚᱲ ᱢᱤᱫ ᱥᱮᱱᱥᱚᱨ ᱦᱩᱭᱩᱜᱼᱟ,,,i18nSantali.js
2 · Worker-facing flows,home_layers_title,What makes this different,यह अलग क्यों है,ᱱᱚᱶᱟ ᱪᱮᱫ ᱞᱟᱹᱜᱤᱫ ᱟᱞᱜᱟ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,home_not_certified,Not yet certified,अभी प्रमाणित नहीं,ᱛᱮᱦᱮᱸ ᱦᱟᱹᱵᱤᱡ ᱵᱟᱝ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,home_offline_badge,Works with no signal,बिना सिग्नल काम करता है,ᱥᱤᱜᱱᱟᱞ ᱵᱟᱝ ᱛᱟᱦᱮᱸᱠᱷᱟᱱ ᱦᱚᱸ ᱠᱟᱹᱢᱤᱭᱟ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,home_problem_ref,"Built for SIH problem statement 26041 — Government of Jharkhand, Department of Higher & Technical Education.","SIH समस्या कथन 26041 के लिए बनाया गया — झारखंड सरकार, उच्च एवं तकनीकी शिक्षा विभाग।","SIH ᱫᱩᱠ ᱠᱟᱛᱷᱟ 26041 ᱞᱟᱹᱜᱤᱫ ᱛᱮᱭᱟᱨ — ᱡᱷᱟᱲᱠᱷᱚᱸᱰ ᱥᱚᱨᱠᱟᱨ, ᱩᱯᱨᱩᱢ ᱟᱨ ᱴᱮᱠᱱᱤᱠᱟᱞ ᱥᱮᱪᱮᱫ ᱵᱤᱵᱷᱟᱜ ᱾",,,i18nSantali.js
2 · Worker-facing flows,home_ready_now,Eligible now,अभी पात्र,ᱱᱤᱛᱚᱜ ᱞᱟᱭᱠᱚ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,home_signed_out_body,"Pick your language by hearing it spoken, set a PIN, and start. No email, no account, nothing to remember.","भाषा सुनकर चुनें, पिन सेट करें, और शुरू करें। कोई ईमेल नहीं, कोई खाता नहीं।","ᱯᱟᱹᱨᱥᱤ ᱟᱸᱡᱚᱢ ᱠᱟᱛᱮ ᱵᱟᱪᱷᱟᱣ ᱢᱮ, ᱯᱤᱱ ᱮᱢ ᱢᱮ, ᱟᱨ ᱮᱦᱚᱵ ᱢᱮ ᱾",,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,home_signed_out_title,Two minutes to set up,सेट अप में दो मिनट,ᱵᱟᱨ ᱢᱤᱱᱤᱴ ᱨᱮ ᱛᱮᱭᱟᱨ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,home_stat1_l,Most mining and factory-floor accidents trace back to a hazard someone recognized too late — or never at all.,अधिकांश खनन और फैक्ट्री दुर्घटनाएं किसी खतरे से जुड़ी होती हैं जिसे किसी ने बहुत देर से पहचाना — या कभी नहीं पहचाना।,ᱟᱭᱢᱟ ᱠᱷᱟᱰ ᱟᱨ ᱠᱟᱨᱠᱷᱟᱱᱟ ᱡᱚᱠᱷᱚᱢ ᱫᱚ ᱚᱱᱟ ᱡᱚᱠᱷᱚᱢ ᱥᱟᱶ ᱡᱚᱲᱟᱣ ᱠᱟᱱᱟ ᱡᱟᱦᱟᱸ ᱡᱟᱦᱟᱭ ᱟᱹᱰᱤ ᱞᱟᱦᱟ ᱛᱮ ᱵᱟᱰᱟᱭ ᱠᱮᱫᱟᱭ — ᱥᱮ ᱛᱤᱱᱟᱹᱜ ᱦᱚᱸ ᱵᱟᱝ ᱾,,,i18nSantali.js
2 · Worker-facing flows,home_stat1_n,Preventable,रोका जा सकता है,ᱨᱚᱠᱚᱴ ᱦᱩᱭ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ,,,i18nSantali.js
2 · Worker-facing flows,home_stat2_l,"That's how fast a worker needs to spot exposed wiring, an unguarded machine, or a missing gas alarm.","इतनी ही जल्दी एक श्रमिक को खुली तार, बिना गार्ड वाली मशीन, या गायब गैस अलार्म पहचानना होता है।","ᱮᱱᱟᱜ ᱜᱮ ᱞᱚᱜᱚᱱ ᱛᱮ ᱢᱤᱫ ᱠᱟᱹᱢᱤ ᱦᱚᱲ ᱡᱷᱤᱡ ᱛᱟᱨ, ᱜᱟᱨᱰ ᱵᱟᱝ ᱠᱟᱱ ᱢᱮᱥᱤᱱ, ᱥᱮ ᱵᱟᱝ ᱠᱟᱱ ᱜᱮᱥ ᱟᱞᱟᱨᱢ ᱵᱟᱰᱟᱭ ᱞᱟᱹᱠᱛᱤ ᱾",,,i18nSantali.js
2 · Worker-facing flows,home_stat2_n,Seconds,सेकंड,ᱥᱮᱠᱮᱸᱰ,,,i18nSantali.js
2 · Worker-facing flows,home_stat3_l,"No AR headset, no simulator lab. A phone camera and an AI inspector cover what the classroom can't.","कोई एआर हेडसेट नहीं, कोई सिम्युलेटर लैब नहीं। एक फोन कैमरा और एआई इंस्पेक्टर वह करते हैं जो क्लासरूम नहीं कर सकता।","ᱡᱟᱦᱟᱸ AR ᱦᱮᱰᱥᱮᱴ ᱵᱟᱝ, ᱡᱟᱦᱟᱸ ᱥᱤᱢᱩᱞᱮᱴᱚᱨ ᱞᱮᱵ ᱵᱟᱝ ᱾ ᱢᱤᱫ ᱯᱷᱚᱱ ᱠᱮᱢᱨᱟ ᱟᱨ ᱢᱤᱫ AI ᱧᱮᱞᱚᱜᱤᱡ ᱚᱱᱟ ᱠᱟᱹᱢᱤ ᱠᱚ ᱠᱟᱹᱢᱤᱭᱮᱫᱟ ᱡᱟᱦᱟᱸ ᱠᱞᱟᱥᱨᱩᱢ ᱵᱟᱝ ᱦᱩᱭ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾",,,i18nSantali.js
2 · Worker-facing flows,home_stat3_n,Zero cost,शून्य लागत,ᱡᱟᱦᱟᱸ ᱠᱷᱚᱨᱚᱪ ᱵᱟᱝ,,,i18nSantali.js
2 · Worker-facing flows,home_status_hint,"Readiness decays if you stop refreshing, so this is today’s figure rather than the day you passed.","रिफ्रेश न करने पर तैयारी घटती है, इसलिए यह आज का आंकड़ा है, पास होने के दिन का नहीं।",ᱫᱚᱦᱲᱟ ᱵᱟᱝ ᱛᱟᱞᱤᱢ ᱠᱷᱟᱱ ᱛᱮᱭᱟᱨᱤ ᱠᱚᱢ ᱦᱩᱭᱩᱜᱼᱟ ᱾,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,home_step1_b,"Photograph a real work area, or a training photo. Our AI inspector scans it against mining and factory safety standards.",किसी वास्तविक कार्यक्षेत्र या प्रशिक्षण फोटो को कैद करें। हमारा एआई इंस्पेक्टर इसे खनन और फैक्ट्री सुरक्षा मानकों के विरुद्ध जांचता है।,"ᱥᱟᱹᱨᱤ ᱠᱟᱹᱢᱤ ᱡᱟᱭᱜᱟ, ᱥᱮ ᱛᱟᱞᱤᱢ ᱯᱷᱚᱴᱚ ᱦᱟᱛᱟᱣ ᱢᱮ ᱾ ᱟᱞᱮᱭᱟᱜ AI ᱧᱮᱞᱚᱜᱤᱡ ᱚᱱᱟ ᱠᱷᱟᱰ ᱟᱨ ᱠᱟᱨᱠᱷᱟᱱᱟ ᱨᱠᱷᱟ ᱠᱟᱱᱩᱱ ᱥᱟᱶ ᱧᱮᱞᱮᱫᱟ ᱾",,,i18nSantali.js
2 · Worker-facing flows,home_step1_e,Step one,चरण एक,ᱢᱤᱫ ᱫᱷᱟᱯ,,,i18nSantali.js
2 · Worker-facing flows,home_step1_t,Point your camera,अपना कैमरा दिखाएं,ᱟᱢᱟᱜ ᱠᱮᱢᱨᱟ ᱩᱫᱩᱜ ᱢᱮ,,,i18nSantali.js
2 · Worker-facing flows,home_step2_b,"Hazards are marked directly on the image with severity and a plain-language explanation — helmet missing, wiring exposed, guard removed.","खतरों को सीधे तस्वीर पर गंभीरता और सरल भाषा में स्पष्टीकरण के साथ चिह्नित किया जाता है — हेलमेट गायब, तार खुली, गार्ड हटाया गया।","ᱡᱚᱠᱷᱚᱢ ᱠᱚ ᱪᱤᱛᱟᱹᱨ ᱨᱮ ᱜᱮ ᱡᱚᱠᱷᱚᱢ ᱢᱟᱨᱟᱝ ᱟᱨ ᱥᱚᱦᱚᱡ ᱟᱹᱲᱟᱹ ᱛᱮ ᱪᱤᱱᱦᱟᱹᱜᱼᱟ — ᱦᱮᱞᱢᱮᱴ ᱵᱟᱝ, ᱛᱟᱨ ᱡᱷᱤᱡ, ᱜᱟᱨᱰ ᱚᱜᱟᱲ ᱟᱠᱟᱱᱟ ᱾",,,i18nSantali.js
2 · Worker-facing flows,home_step2_e,Step two,चरण दो,ᱵᱟᱨ ᱫᱷᱟᱯ,,,i18nSantali.js
2 · Worker-facing flows,home_step2_t,See what it sees,देखें कि यह क्या देखता है,ᱧᱮᱞ ᱢᱮ ᱱᱚᱶᱟ ᱪᱮᱫ ᱧᱮᱞᱮᱫᱟ,,,i18nSantali.js
2 · Worker-facing flows,home_step3_b,Run branching shaft and factory-floor scenarios with a voice-guided AI trainer that reacts to your choices in real time.,एक आवाज-निर्देशित एआई ट्रेनर के साथ शाखायुक्त शाफ्ट और फैक्ट्री-फ्लोर परिदृश्य चलाएं जो आपके विकल्पों पर वास्तविक समय में प्रतिक्रिया देता है।,"ᱢᱤᱫ ᱨᱚᱲ ᱛᱮ ᱦᱚᱠᱚᱭ ᱠᱟᱱ AI ᱛᱟᱞᱤᱢᱤᱭᱟᱹ ᱥᱟᱶ ᱦᱟᱹᱴᱤᱧ ᱦᱟᱹᱴᱤᱧ ᱥᱟᱯᱷᱴ ᱟᱨ ᱠᱟᱨᱠᱷᱟᱱᱟ ᱥᱮᱱᱟᱨᱤᱭᱚ ᱮᱦᱚᱵ ᱢᱮ, ᱡᱟᱦᱟᱸ ᱟᱢᱟᱜ ᱵᱟᱪᱷᱟᱣ ᱨᱮ ᱚᱱᱟ ᱚᱠᱛᱚ ᱨᱮ ᱜᱮ ᱛᱮᱞᱟᱭᱮᱫᱟ ᱾",,,i18nSantali.js
2 · Worker-facing flows,home_step3_e,Step three,चरण तीन,ᱯᱮ ᱫᱷᱟᱯ,,,i18nSantali.js
2 · Worker-facing flows,home_step3_t,Train the reflex,प्रतिक्रिया को प्रशिक्षित करें,ᱛᱮᱞᱟ ᱛᱟᱞᱤᱢ ᱢᱮ,,,i18nSantali.js
2 · Worker-facing flows,home_title_1,Every shift,हर शिफ्ट,ᱡᱚᱛᱚ ᱥᱤᱯᱷᱴ,,,i18nSantali.js
2 · Worker-facing flows,home_title_2,should end,का अंत होना चाहिए,ᱢᱩᱪᱟᱹᱫ ᱦᱩᱭ ᱞᱟᱹᱠᱛᱤ,,,i18nSantali.js
2 · Worker-facing flows,home_title_3,the same way.,एक ही तरह से।,ᱢᱤᱫ ᱜᱮ ᱞᱮᱠᱟᱛᱮ ᱾,,,i18nSantali.js
2 · Worker-facing flows,home_your_status,Where you stand today,आज आपकी स्थिति,ᱛᱮᱦᱮᱸ ᱟᱢᱟᱜ ᱡᱟᱭᱜᱟ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,list_desc,"Branching, voice-guided scenarios built from real mining and factory-floor situations. Every choice is scored — this is your safety reflex, tested.","वास्तविक खनन और फैक्ट्री-फ्लोर स्थितियों से बने शाखायुक्त, आवाज-निर्देशित परिदृश्य। हर विकल्प का स्कोर होता है — यह आपकी सुरक्षा प्रतिक्रिया की परीक्षा है।","ᱥᱟᱹᱨᱤ ᱠᱷᱟᱰ ᱟᱨ ᱠᱟᱨᱠᱷᱟᱱᱟ ᱠᱟᱛᱷᱟ ᱠᱷᱚᱱ ᱛᱮᱭᱟᱨ ᱦᱟᱹᱴᱤᱧ ᱦᱟᱹᱴᱤᱧ, ᱨᱚᱲ ᱛᱮ ᱦᱚᱠᱚᱭ ᱠᱟᱱ ᱥᱮᱱᱟᱨᱤᱭᱚ ᱾ ᱡᱚᱛᱚ ᱵᱟᱪᱷᱟᱣ ᱨᱮᱭᱟᱜ ᱱᱚᱢᱵᱚᱨ ᱦᱩᱭᱩᱜᱼᱟ — ᱱᱚᱶᱟ ᱟᱢᱟᱜ ᱨᱠᱷᱟ ᱛᱮᱞᱟ ᱨᱮᱭᱟᱜ ᱡᱟᱹᱨᱩᱭ ᱠᱟᱱᱟ ᱾",,,i18nSantali.js
2 · Worker-facing flows,list_eyebrow,Simulator,सिम्युलेटर,ᱥᱤᱢᱩᱞᱮᱴᱚᱨ,,,i18nSantali.js
2 · Worker-facing flows,list_points,decision points,निर्णय बिंदु,ᱴᱷᱮᱭᱟᱣ ᱴᱷᱟᱶ,,,i18nSantali.js
2 · Worker-facing flows,list_title,Choose a scenario,एक परिदृश्य चुनें,ᱢᱤᱫ ᱥᱮᱱᱟᱨᱤᱭᱚ ᱵᱟᱪᱷᱟᱣ ᱢᱮ,,,i18nSantali.js
2 · Worker-facing flows,nav_admin,Admin,एडमिन,ᱮᱰᱢᱤᱱ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,nav_buddy,Buddy Drill,बडी ड्रिल,ᱡᱚᱲᱟᱣ ᱛᱟᱞᱤᱢ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,nav_cert,Certification,प्रमाणन,ᱥᱚᱨᱴᱤᱯᱤᱠᱮᱴ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,nav_dashboard,Dashboard,डैशबोर्ड,ᱰᱮᱥᱵᱚᱨᱰ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,nav_home,Home,होम,ᱚᱲᱟᱜ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,nav_refresher,Refresher,रिफ्रेशर,ᱫᱳᱦᱲᱟ ᱛᱟᱞᱤᱢ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,nav_report,Report Hazard,खतरा रिपोर्ट,ᱡᱚᱠᱷᱚᱢ ᱠᱷᱚᱵᱚᱨ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,nav_scan,Hazard Scan,खतरा स्कैन,ᱡᱚᱠᱷᱚᱢ ᱥᱠᱮᱱ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,nav_settings,Settings,सेटिंग्स,ᱥᱮᱴᱤᱝᱥ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,nav_site,Site Setup,साइट सेटअप,ᱴᱷᱟᱶ ᱥᱟᱡᱟᱣ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,nav_start,Sign In,साइन इन,ᱵᱳᱞᱚ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,nav_train,Simulator,सिम्युलेटर,ᱥᱤᱢᱩᱞᱮᱴᱚᱨ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,ob_choose_pin,Choose a 4-digit PIN,4 अंकों का पिन चुनें,4 ᱮᱞ ᱯᱤᱱ ᱵᱟᱪᱷᱟᱣ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,ob_confirm_pin,Enter the PIN again,पिन दोबारा लिखें,ᱯᱤᱱ ᱫᱚᱦᱲᱟ ᱚᱞ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,ob_continue_guest,Continue without signing in,साइन इन किए बिना जारी रखें,ᱵᱚᱞᱚ ᱵᱟᱝ ᱠᱟᱛᱮ ᱟᱶᱜᱟ ᱪᱟᱞᱟᱜ ᱢᱮ,,,i18nSantali.js
2 · Worker-facing flows,ob_create_account,Create my record,मेरा रिकॉर्ड बनाएं,ᱤᱧᱟᱜ ᱨᱮᱠᱚᱰ ᱛᱮᱭᱟᱨ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,ob_enter_pin,Enter your PIN,अपना पिन लिखें,ᱟᱢᱟᱜ ᱯᱤᱱ ᱚᱞ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,ob_existing_worker,I have used this before,मैंने पहले इस्तेमाल किया है,ᱤᱧ ᱢᱟᱲᱟᱝ ᱵᱮᱵᱷᱟᱨ ᱠᱮᱫᱟᱹᱧ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,ob_guest_note,"You can train without an account, but a certificate needs a named worker record.","आप बिना खाते के प्रशिक्षण कर सकते हैं, लेकिन प्रमाणपत्र के लिए नामित रिकॉर्ड चाहिए।","ᱟᱢ ᱠᱷᱟᱛᱟ ᱵᱟᱝ ᱠᱟᱛᱮ ᱦᱚᱸ ᱛᱟᱞᱤᱢ ᱫᱟᱲᱮᱭᱟᱜᱼᱟᱢ, ᱢᱮᱱᱠᱷᱟᱱ ᱯᱚᱨᱢᱟᱱ ᱞᱟᱹᱜᱤᱫ ᱧᱩᱛᱩᱢ ᱠᱟᱱ ᱨᱮᱠᱚᱰ ᱞᱟᱹᱠᱛᱤ ᱾",,,i18nSantali.js
2 · Worker-facing flows,ob_name_placeholder,Enter your full name,अपना पूरा नाम लिखें,ᱟᱢᱟᱜ ᱡᱚᱛᱚ ᱧᱩᱛᱩᱢ ᱚᱞ ᱢᱮ,,,i18nSantali.js
2 · Worker-facing flows,ob_new_worker,I am new here,मैं नया हूँ,ᱤᱧ ᱱᱟᱶᱟ ᱠᱟᱱᱟᱹᱧ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,ob_no_workers,No one is registered on this phone yet.,इस फ़ोन पर अभी कोई पंजीकृत नहीं है।,ᱱᱚᱶᱟ ᱯᱷᱚᱱ ᱨᱮ ᱛᱮᱦᱮᱸ ᱦᱟᱹᱵᱤᱡ ᱚᱠᱚᱭ ᱦᱚᱸ ᱨᱮᱠᱚᱰ ᱵᱟᱝ ᱾,,,i18nSantali.js
2 · Worker-facing flows,ob_phone_optional,Phone number (optional),फ़ोन नंबर (वैकल्पिक),ᱯᱷᱚᱱ ᱱᱟᱢᱵᱚᱨ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,ob_phone_why,Only used to find your record on a shared phone. Never sent anywhere.,साझा फ़ोन पर आपका रिकॉर्ड ढूंढने के लिए ही। कहीं नहीं भेजा जाता।,ᱡᱟᱨᱣᱟ ᱯᱷᱚᱱ ᱨᱮ ᱟᱢᱟᱜ ᱨᱮᱠᱚᱰ ᱧᱟᱢ ᱞᱟᱹᱜᱤᱫ ᱜᱮ ᱵᱮᱵᱷᱟᱨᱚᱜᱼᱟ ᱾ ᱛᱤᱱᱟᱹᱜ ᱦᱚᱸ ᱵᱟᱝ ᱠᱩᱞᱚᱜᱼᱟ ᱾,,,i18nSantali.js
2 · Worker-facing flows,ob_pick_language,Choose your language,अपनी भाषा चुनें,ᱟᱢᱟᱜ ᱯᱟᱹᱨᱥᱤ ᱵᱟᱪᱷᱟᱣ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,ob_pin_why,Your PIN lets you sign in underground with no signal. It stays on this phone.,आपका पिन बिना सिग्नल भूमिगत साइन इन करने देता है। यह इसी फ़ोन पर रहता है।,ᱟᱢᱟᱜ ᱯᱤᱱ ᱛᱮ ᱥᱤᱜᱱᱟᱞ ᱵᱟᱝ ᱠᱟᱛᱮ ᱞᱟᱛᱟᱨ ᱨᱮ ᱵᱚᱞᱚ ᱫᱟᱲᱮᱭᱟᱜᱼᱟᱢ ᱾ ᱱᱚᱶᱟ ᱱᱚᱶᱟ ᱯᱷᱚᱱ ᱨᱮ ᱜᱮ ᱛᱟᱦᱮᱸᱱᱟ ᱾,,,i18nSantali.js
2 · Worker-facing flows,ob_select_worker,Select your name,अपना नाम चुनें,ᱟᱢᱟᱜ ᱧᱩᱛᱩᱢ ᱵᱟᱪᱷᱟᱣ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,ob_sign_in,Sign in,साइन इन करें,ᱵᱚᱞᱚᱭ ᱢᱮ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,ob_sign_out,Sign out,साइन आउट,ᱵᱟᱦᱨᱮ ᱚᱰᱚᱠ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,ob_signed_in_as,Signed in as,साइन इन:,ᱵᱚᱞᱚ ᱠᱟᱱᱟ:,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,ob_tap_to_hear,Tap a language to hear it,सुनने के लिए भाषा पर टैप करें,ᱟᱹᱲᱟᱹ ᱟᱸᱡᱚᱢ ᱞᱟᱹᱜᱤᱫ ᱛᱚᱯᱟᱣ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,ob_who_are_you,Who is using this phone?,यह फ़ोन कौन इस्तेमाल कर रहा है?,ᱱᱚᱶᱟ ᱯᱷᱚᱱ ᱚᱠᱚᱭ ᱵᱮᱵᱷᱟᱨ ᱮᱫᱟᱭ?,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,ob_your_name,Your name,आपका नाम,ᱟᱢᱟᱜ ᱧᱩᱛᱩᱢ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,rf_days,days,दिन,ᱢᱟᱦᱟᱸ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,rf_desc,"Safety training fades within a week. A ninety-second check every few days is what keeps it usable — so your readiness score drops if you skip them, and recovers when you do them.","सुरक्षा प्रशिक्षण एक हफ़्ते में फीका पड़ जाता है। हर कुछ दिन में नब्बे सेकंड की जांच ही इसे काम लायक रखती है — छोड़ने पर तैयारी स्कोर गिरता है, करने पर सुधरता है।",ᱨᱠᱷᱟ ᱛᱟᱞᱤᱢ ᱢᱤᱫ ᱦᱟᱛᱟ ᱨᱮ ᱦᱤᱲᱤᱡᱚᱜᱼᱟ ᱾ ᱠᱚᱲᱟ ᱢᱟᱦᱟᱸ ᱛᱟᱞᱟ ᱨᱮ ᱠᱩᱲᱟᱹᱭ ᱠᱟᱛᱮ ᱩᱭᱦᱟᱹᱨ ᱫᱚᱦᱚ ᱦᱚᱪᱚᱜᱼᱟ ᱾,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,rf_due_now,Due now,अभी बाकी,ᱛᱮᱦᱮᱸ ᱞᱟᱹᱠᱛᱤ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,rf_enable_reminders,Remind me,याद दिलाएं,ᱩᱭᱦᱟᱹᱨ ᱦᱚᱪᱚᱭ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,rf_eyebrow,Retention,स्मृति,ᱫᱚᱦᱚᱭ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,rf_failed,Not passed — this comes back in two days,पास नहीं — यह दो दिन में फिर आएगा,ᱯᱟᱥ ᱵᱟᱝ — ᱱᱚᱶᱟ ᱵᱟᱨ ᱢᱟᱦᱟᱸ ᱨᱮ ᱫᱚᱦᱲᱟ ᱦᱮᱡᱚᱜᱼᱟ,,,i18nSantali.js
2 · Worker-facing flows,rf_never_trained,Not trained yet,अभी प्रशिक्षण नहीं,ᱛᱟᱞᱤᱢ ᱵᱟᱝ ᱦᱩᱭ ᱮᱱᱟ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,rf_next_in,Next check in,अगली जांच,ᱤᱱᱟᱹ ᱛᱟᱭᱚᱢ,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,rf_none_due,Nothing due right now. Well done.,अभी कुछ बाकी नहीं। शाबाश।,ᱛᱮᱦᱮᱸ ᱪᱮᱫ ᱦᱚᱸ ᱵᱟᱝ ᱾ ᱵᱮᱥ ᱾,,,i18n.js / i18nJaagruk.js
2 · Worker-facing flows,rf_overdue_by,overdue by,देर से,ᱟᱲᱟᱜ ᱦᱩᱭ ᱮᱱᱟ,,,i18nSantali.js
2 · Worker-facing flows,rf_passed,Passed — readiness restored,पास — तैयारी बहाल,ᱯᱟᱥ — ᱛᱮᱭᱟᱨᱤ ᱫᱚᱦᱲᱟ,,,i18n.js / i18nJaagruk.js
